,accelerometer_x_mean,accelerometer_x_std,accelerometer_x_min,accelerometer_x_max,accelerometer_x_range,accelerometer_x_energy,accelerometer_x_entropy,accelerometer_x_skew,accelerometer_x_kurt,accelerometer_x_zero_cross,accelerometer_x_fft_mean,accelerometer_x_fft_std,accelerometer_x_fft_max,accelerometer_x_fft_energy,accelerometer_x_fft_entropy,accelerometer_y_mean,accelerometer_y_std,accelerometer_y_min,accelerometer_y_max,accelerometer_y_range,accelerometer_y_energy,accelerometer_y_entropy,accelerometer_y_skew,accelerometer_y_kurt,accelerometer_y_zero_cross,accelerometer_y_fft_mean,accelerometer_y_fft_std,accelerometer_y_fft_max,accelerometer_y_fft_energy,accelerometer_y_fft_entropy,accelerometer_z_mean,accelerometer_z_std,accelerometer_z_min,accelerometer_z_max,accelerometer_z_range,accelerometer_z_energy,accelerometer_z_entropy,accelerometer_z_skew,accelerometer_z_kurt,accelerometer_z_zero_cross,accelerometer_z_fft_mean,accelerometer_z_fft_std,accelerometer_z_fft_max,accelerometer_z_fft_energy,accelerometer_z_fft_entropy,accelerometer_magnitude_mean,accelerometer_magnitude_std,accelerometer_magnitude_min,accelerometer_magnitude_max,accelerometer_magnitude_range,accelerometer_magnitude_energy,accelerometer_magnitude_entropy,accelerometer_magnitude_skew,accelerometer_magnitude_kurt,accelerometer_magnitude_zero_cross,accelerometer_magnitude_fft_mean,accelerometer_magnitude_fft_std,accelerometer_magnitude_fft_max,accelerometer_magnitude_fft_energy,accelerometer_magnitude_fft_entropy,accelerometer_corr_xy,accelerometer_corr_xz,accelerometer_corr_yz
0,-0.008859657334635057,0.006157287345861176,-0.0244140625,0.0244140625,0.048828125,0.00011640571554665492,-4.8113113313856735,1.7507042746885286,8.708319254977464,6,0.05825071811648654,0.07917403759620945,0.7353515587747097,0.009661674390372358,17.238627910330415,0.00298851656626506,0.006648215490174174,-0.0166015625,0.0419921875,0.05859375,5.3130000470632533e-05,1.6775722466127054,2.0719006038516476,12.848403669212148,38,0.057321078764279956,0.033527361488219026,0.248046875,0.004409790039062501,18.58728377233634,0.9903637989457831,0.005448397367566944,0.9775390625,1.001953125,0.0244140625,0.9808501392961985,1.1463827351170448,0.07975689907689851,-0.43923759209879476,0,1.0338592830997206,8.96335297443613,82.2001953125,81.41056156158449,-507.4443556830708,0.9904494404325564,0.005438838024017506,0.9776102777505841,1.0021268162377224,0.024516538487138306,0.9810196750122158,1.136233014290861,0.0816717165796183,-0.4321125806952173,0,1.033790911267866,8.964145769552935,82.20730355590216,81.42463302601385,-507.5512697248528,0.46295984714175364,0.021165005291946013,-0.01575353517840442
